Series or Movie,IMDb Score,Rotten Tomatoes Score,Awards Received,Awards Nominated For,Boxoffice,Hidden Gem Score
Movie,6,44,4,6,380011,2.6
Movie,7.1,100,4,7,7891,4.3
Movie,6.2,35,2,3,3255008,2.4
Movie,6.1,60,1,3,600896,2.9
Movie,6.4,38,0,1,18612,2.5
Movie,5.3,8,0,0,6380019,1.6
Movie,7.3,50,1,3,117723989,2.9
Movie,6.7,73,1,8,44903,3.4
Movie,5.6,30,1,7,86208010,2
Movie,6.7,100,0,0,13839404,3.9
Movie,7.9,93,36,64,26400640,4.3
Movie,4.6,14,0,1,2756333,1.4
Movie,6.3,22,1,6,46732881,2.2
Movie,6.4,56,0,1,18451251,3
Movie,5.9,59,2,4,73648142,2.9
Movie,6,12,3,2,89256424,1.6
Movie,6.6,29,0,0,45802315,2.3
Movie,7.2,69,3,5,635733,5.4
Movie,8.5,100,4,1,163577,4.7
Movie,8.2,98,9,5,46808,4.6
Movie,7.8,100,21,6,11891,6.5
Movie,5.7,7,2,8,54544638,1.4
Movie,7.8,100,22,16,922921,6.4
Movie,6.2,61,10,23,350741,3.2
Movie,6.2,41,4,8,190022,6.2
Movie,6,81,1,9,162994032,3.4
Movie,6.3,22,0,2,13794835,1.9
Movie,7.1,60,2,9,39240659,3
Movie,8,98,14,20,260758300,4.4
Movie,6.7,29,0,0,17460020,1.9
Movie,5.8,58,0,0,81766007,2.8
Movie,4.9,17,0,4,11538235,1.7
Movie,7.5,70,2,1,36605602,3.5
Movie,6.1,44,1,3,33680992,2.7
Movie,6.3,14,0,1,6002684,1.7
Movie,4.8,10,0,1,42670410,1.5
Movie,7.6,91,33,85,37709979,4.1
Movie,7.5,99,59,90,52076908,4.2
Movie,6.5,75,6,13,129784,3.4
Movie,5.9,13,6,11,31165421,1.8
Movie,7.7,77,15,55,296347721,3.6
Movie,7.4,49,3,9,47119388,2.8
Movie,6.1,57,1,8,50877145,2.8
Movie,5.6,46,6,10,152257509,2.3
Movie,7.5,82,17,64,31524275,3.8
Movie,6.8,50,1,6,64016268,3
Movie,7.1,57,0,2,6363628,3.2
Movie,5.8,38,1,0,13869515,2.3
Movie,8.6,72,44,148,188020017,3.9
Movie,7.2,54,1,10,42629776,2.9
Movie,7.1,98,0,1,164540,7.6
Movie,6.3,69,5,9,5240,5.9
Movie,6.2,34,0,5,16928670,2.4
Movie,8.2,96,50,47,101157447,4.4
Movie,7.7,84,6,5,882267,4
Movie,6,22,1,11,36392502,1.9
Movie,7.4,86,10,5,140200,8.4
Movie,7.6,80,7,2,65207127,3.7
Movie,6.7,35,3,5,53331147,2.3
Movie,8.2,74,37,69,170742341,3.8
Movie,6.1,78,10,42,317101119,3.4
Movie,7.6,84,11,21,179870271,3.6
Movie,7.8,89,15,38,233632142,4
Movie,8.2,88,8,22,197171806,3.9
Movie,6.2,35,2,13,79727149,2.5
Movie,6.6,97,0,0,3358,6.7
Movie,8.3,92,16,11,60405931,4.3
Movie,7.6,93,8,10,23667907,4.1
Movie,7.5,64,6,8,1043896,3.4
Movie,6.5,64,0,5,39754601,2.5
Movie,8.4,95,35,24,248159971,4.4
Movie,5.6,7,4,7,57362582,1.6
Movie,5.1,7,0,0,17390770,1.8
Movie,7.1,88,13,69,37880356,3.9
Movie,6.4,55,15,25,144169664,2.8
Movie,5.7,11,0,5,70231041,1.6
Movie,7.1,55,0,2,39394666,3
Movie,6.5,37,2,11,161321843,2.5
Movie,7,93,11,30,41385278,4
Movie,6,31,0,5,65014513,2.4
Movie,4.2,14,0,0,7556,1.4
Movie,6.9,79,1,3,120016,3.5
Movie,6.1,38,1,2,82670733,2.6
Movie,4.5,11,8,4,33109743,1.6
Movie,6.8,65,8,6,35281794,3.3
Movie,8,98,11,17,24438411,4.5
Movie,6.7,60,4,2,546545,3
Movie,6.3,63,0,1,16625807,3
Movie,7.2,96,2,17,102314823,4
Movie,8,96,7,17,71073420,4.1
Movie,8.3,98,13,11,11487676,4.5
Movie,4.9,20,6,10,130531208,1.8
Movie,8.3,97,30,14,45306425,4.7
Movie,7.8,88,39,25,106260000,4.1
Movie,7.9,90,31,116,115646235,4.2
Movie,7.6,94,15,39,135189114,4.3
Movie,6.4,51,1,7,65452312,2.8
Movie,6.5,45,0,3,11528900,2.8
Movie,5.6,30,2,3,1624,4.9
Movie,7.4,100,27,43,2902000,4.3
Movie,7.8,93,16,153,107100855,4.2
Movie,7.2,32,0,0,20431,2.5
Movie,7.1,86,17,17,2589811,3.9
Movie,6.4,47,4,15,32746941,2.8
Movie,6.7,44,1,11,51872378,2.7
Movie,6.1,41,5,3,76808654,2.5
Movie,5.4,29,3,7,84273813,2
Movie,4.8,6,2,3,33862903,1.2
Movie,6.6,44,0,1,34296320,2.6
Movie,7.3,81,48,30,158549,3.6
Movie,5.9,16,0,4,24296,1.8
Movie,5.7,4,0,3,13103272,1.5
Movie,6.5,49,1,5,98925640,2.6
Movie,7.2,65,3,16,54814377,3.1
Movie,5.7,36,1,7,40390647,2.6
Movie,6.3,22,0,4,32682342,2
Movie,6.9,77,0,1,50612888,3.6
Movie,5.9,27,1,4,33023469,2.2
Movie,7.8,100,18,17,528175,4.5
Movie,7,70,2,9,37412945,3.3
Movie,7,65,20,34,6566773,3.4
Movie,7.7,91,194,290,42340598,4.2
Movie,6.5,85,2,9,352428,7
Movie,7,87,0,2,40940662,3.4
Movie,4.4,59,1,9,66934963,2
Movie,6.6,39,2,2,21571189,2.5
Movie,6.9,68,2,6,41092328,3.3
Movie,6.7,44,1,7,36793804,2.8
Movie,5.6,33,0,2,4884663,3.4
Movie,5.4,8,5,15,133668525,1.3
Movie,6.7,73,0,8,83850911,3.2
Movie,6.7,65,3,0,75612460,3.1
Movie,6.4,66,0,3,42024533,3.9
Movie,5.4,16,1,0,176391,1.8
Movie,7,80,0,2,126737428,3.3
Movie,5,17,15,17,113804681,1.8
Movie,7.2,71,1,2,39015018,3.5
Movie,7.3,68,2,4,54240821,3.3
Movie,6.5,73,1,8,34030343,3.2
Movie,7,67,8,19,4087361,3.2
Movie,7.2,93,38,23,60255,5.4
Movie,6.5,61,1,9,303187,3
Movie,7.6,73,4,11,330033,6.9
Movie,5.7,16,0,2,35353000,1.8
Movie,7,73,6,47,126477084,3.4
Movie,6.3,28,0,1,6928068,2.2
Movie,6.7,40,0,1,35739755,2.5
Movie,7.8,96,13,37,183875760,4.3
Movie,7.3,83,3,29,50151543,3.7
Movie,7.2,80,4,11,43440294,3.7
Movie,6,41,2,0,50727965,2.5
Movie,7.6,61,9,15,657986,3.3
Movie,6.2,36,11,14,92921203,2.3
Movie,6.8,65,4,12,102427862,3.2
Movie,7.1,89,4,5,10724389,3.8
Movie,6.6,41,0,0,44737059,2.3
Movie,6.3,32,0,6,52880016,2.2
Movie,6.7,72,8,13,124728738,3.4
Movie,6.1,32,2,7,55973336,2.4
Movie,6.8,88,8,10,621300,4
Movie,6.7,91,4,13,332890,3.9
Movie,6.8,80,2,8,646035,3.7
Movie,6.9,83,4,25,14618727,3.8
Movie,5.9,25,0,1,161820,5.5
Movie,5.8,33,0,1,32251,2.7
Movie,6.7,15,0,3,25288103,1.8
Movie,6.3,55,1,8,13596911,2.9
Movie,7.2,39,1,4,33519628,2.5
Movie,6.4,65,1,1,1066981,3.2
Movie,6.4,51,3,9,73103784,2.8
Movie,6.5,69,0,6,3573673,3.3
Movie,7,87,12,81,12096300,4
Movie,4.9,44,0,1,342184,5.6
Movie,6.3,80,14,24,5881367,3.5
Movie,7.2,72,17,53,116632095,3.5
Movie,7.8,71,23,20,2300121,6.6
Movie,6.5,51,3,6,130319208,2.8
Movie,5.8,21,2,1,47602194,2
Movie,6.7,33,0,0,705908,2.3
Movie,6.6,83,10,21,101470202,3.6
Movie,5.9,73,1,4,22619589,3.3
Movie,6.1,32,2,5,39322544,2.1
Movie,7.3,76,3,5,32222567,3.5
Movie,6.7,12,0,0,26766213,1.8
Movie,7,38,2,6,1124445,2.3
Movie,8.4,98,21,32,83471511,4.6
Movie,6.6,51,1,5,57469467,2.6
Movie,4.9,22,0,3,17092453,1.8
Movie,6.2,22,1,2,26068955,2
Movie,7.7,79,0,0,180440,8.3
Movie,8.1,87,64,187,167767189,4.1
Movie,6.7,59,1,1,34510,7.4
Movie,7,71,1,9,62495645,3.3
Movie,6.5,67,0,1,26307600,3.1
Movie,7.2,67,16,65,37738810,3.3
Movie,6.3,25,1,1,1021398,2.1
Movie,5.8,61,3,4,101704370,2.9
Movie,6.4,37,0,0,3242457,2.4
Movie,6.1,11,0,3,37020277,1.8
Movie,5.8,62,1,4,28142535,3
Movie,5.8,26,0,0,15325127,2
Movie,4.8,23,2,2,26501323,1.9
Movie,5.8,21,1,10,191204754,1.8
Movie,6.6,68,21,32,337135885,3.3
Movie,4.8,70,0,0,14947,2.7
Movie,6.9,96,11,21,60765,5
Movie,6.5,20,5,7,60457138,2.1
Movie,8,89,49,159,91125683,4
Movie,7.1,80,2,7,3237343,3.6
Movie,6.7,57,1,7,136707,7.1
Movie,6.8,71,1,6,134213,7.6
Movie,5.7,45,0,1,9489829,2.5
Movie,6.2,18,0,9,140125968,2.1
Movie,6.6,52,10,22,226164286,2.8
Movie,5.3,68,2,11,837,2.9
Movie,6.6,65,1,10,93050117,3.2
Movie,4.9,24,1,7,84525432,1.9
Movie,6.5,15,1,10,46294610,1.8
Movie,6.8,81,1,10,66380662,3.5
Movie,6.6,80,5,14,2429989,3.6
Movie,7,89,4,23,26004851,4
Movie,7.6,90,17,48,208545589,4.1
Movie,7.5,81,3,20,95020213,3.6
Movie,6.8,82,4,12,94213184,3.8
Movie,7.9,73,2,1,57229890,3.5
Movie,6.4,16,1,1,30303072,2
Movie,7.8,69,3,9,15322921,3.4
Movie,6.9,52,4,23,55675313,2.9
Movie,6.5,25,5,10,69772969,2
Movie,3.4,10,1,7,26276465,1.1
Movie,6,57,0,0,1251749,2.9
Movie,3.1,1,0,5,14019924,0.7
Movie,7.5,59,3,11,186848418,3
Movie,6.3,54,3,19,37771017,2.8
Movie,7.7,89,4,72,33080084,4.1
Movie,7.5,90,16,28,6417135,4.1
Movie,7.1,68,6,11,944193,3.3
Movie,7.9,91,11,38,100206256,4
Movie,7.2,48,50,86,144840419,2.9
Movie,4.7,12,1,4,10547117,1.5
Movie,7.8,98,58,40,8344738,4.4
Movie,4.5,8,1,2,18535812,1.2
Movie,6.9,59,3,0,468867,3.2
Movie,6.2,40,0,1,17616641,2.4
Movie,7,61,5,24,155385488,3
Movie,6,18,1,2,40081410,1.9
Movie,6.4,23,1,4,54930280,2
Movie,5,17,3,10,64506874,1.7
Movie,6.3,75,2,5,63536011,3.4
Movie,6.9,49,2,11,63224849,2.8
Movie,7.8,92,21,17,3178403,4.3
Movie,5.2,26,1,11,115802596,1.9
Movie,7.8,98,51,36,435110554,4.5
Movie,6.3,55,0,4,49121934,3.7
Movie,6,15,0,1,7371706,1.6
Movie,5.9,31,0,0,20982478,2.3
Movie,7.3,59,12,16,37770162,3.1
Movie,5.8,13,0,6,39517763,1.7
Movie,6.6,71,8,9,148213377,3.4
Movie,4.2,13,0,0,46752382,1.4
Movie,7.5,37,4,11,31664162,2.5
Movie,7,70,10,22,238679850,3.3
Movie,6.4,41,0,1,35074677,2.5
Movie,6.5,32,1,9,28795985,2.3
Movie,7.3,75,12,66,368065385,3.5
Movie,6.2,48,0,2,12764657,2.8
Movie,6.6,47,7,7,155464351,2.7
Movie,7.6,93,74,87,124115725,4.2
Movie,7.2,77,6,23,44137712,3.5
Movie,6.5,49,2,2,30165536,2.6
Movie,7.3,60,1,5,5700626,3.1
Movie,7.1,84,1,3,3336391,7.2
Movie,6.2,74,2,17,20700082,3.5
Movie,5.8,8,0,0,666009,1.5
Movie,6.3,26,0,0,38122883,2
Movie,6.7,31,4,0,35787686,2.4
Movie,6.6,67,4,10,77122415,3.2
Movie,5.6,39,1,2,37950822,2.5
Movie,5.9,68,1,1,1400726,7.1
Movie,8.1,99,38,9,559765,4.4
Movie,6,62,0,3,46576136,2.9
Movie,6.2,46,6,9,88246220,2.7
Movie,6.2,55,1,2,19363565,2.9
Movie,5.6,11,0,2,29062561,1.7
Movie,6.4,57,0,1,42930462,2.9
Movie,7.2,82,2,10,45916769,3.8
Movie,7.5,78,14,75,47403685,3.8
Movie,7.1,66,7,20,4438438,3.3
Movie,5.5,6,2,3,16535005,1.5
Movie,7.2,96,15,24,24741667,4.2
Movie,6.9,66,0,2,5835247,3.1
Movie,5.8,8,4,8,58853106,1.6
Movie,6.6,52,0,2,36845124,2.9
Movie,7.2,73,7,3,68795,3.4
Movie,7,91,14,13,118095,4
Movie,6.1,43,0,0,27007143,2.2
Movie,6.7,76,2,3,560592,5.5
Movie,6.3,26,0,0,31178740,2
Movie,6,58,0,2,72688614,2.7
Movie,8,96,5,7,515905,4.2
Movie,7.1,92,5,4,24922237,3.8
Movie,6.4,42,0,5,23240020,2.5
Movie,6.5,27,1,3,116741558,2.2
Movie,6.5,78,68,92,103365956,3.7
Movie,6.8,60,0,1,28842237,3
Movie,6.4,55,1,7,24819936,2.9
Movie,6.7,72,9,7,3395391,3.5
Movie,5.5,43,1,5,70052444,2.4
Movie,5.5,31,0,0,14502483,2.2
Movie,2.7,2,2,3,27250736,0.6
Movie,6.2,80,3,33,16311571,3.5
Movie,5.6,47,0,0,4187,2.3
Movie,6.3,9,0,0,30331165,1.6
Movie,4.9,12,0,2,29580087,1.5
Movie,7.4,83,5,18,16170632,3.6
Movie,5.5,14,0,0,6880310,2.5
Movie,5.9,11,0,0,16116878,1.5
Movie,7.4,77,5,12,2016851,3.5
Movie,5.4,4,0,3,3336053,3
Movie,4.8,19,0,2,21930418,1.4
Movie,4.6,8,0,2,14343976,1.1
Movie,6.1,20,4,8,12634962,1.9
Movie,5.8,18,3,5,19103072,1.7
Movie,5.6,23,1,0,157508,3.9
Movie,6.3,12,4,6,583455,1.9
Movie,5.3,57,1,6,51432760,2.6
Movie,6.4,57,1,1,59650222,3
Movie,7.3,94,16,23,134451603,4.1
Movie,6.2,76,2,3,29258869,3.4
Movie,6.2,13,0,2,12600231,1.8
Movie,7.4,88,16,16,554826,4.3
Movie,8.1,88,6,65,26947624,4
Movie,7.3,81,30,26,34469210,3.8
Movie,5.3,17,2,6,54870175,1.7
Movie,5,11,0,6,14071441,1.6
Movie,7.5,49,16,15,400948,3
Movie,6.4,55,8,28,227986,5.8
Movie,4.4,16,0,1,21393620,1.4
Movie,7.7,96,72,67,257760692,4.3
Movie,6.4,66,3,6,56359780,3.1
Movie,7.1,62,0,1,1188194,3
Movie,6.8,35,2,2,52330111,2.6
Movie,5.5,19,0,0,43000262,1.8
Movie,5.8,32,3,5,17218080,1.8
Movie,6.2,16,0,2,27670986,1.9
Movie,7.1,66,0,3,62362560,3.3
Movie,6.4,76,7,31,200676069,3.4
Movie,7.5,73,3,15,40660952,3.6
Movie,6.2,50,2,5,16136476,2.7
Movie,7.7,90,25,47,17108591,4.1
Movie,6.8,88,19,12,170943,6.2
Movie,6.7,20,4,9,75072454,2.2
Movie,7.2,80,8,16,51957,4.5
Movie,6.7,17,2,6,62318875,2
Movie,6.5,92,7,23,42100625,4
Movie,5.4,72,1,5,200340,6
Series,7.3,54,5,23,133378256,3
Series,6.4,52,25,47,30017992,2.8
Series,5.8,33,0,0,20453431,2.3
Series,5.5,63,0,0,401463,5.8
Movie,7.4,93,24,71,412815408,4.1
Movie,7.3,95,4,10,18704595,4
Series,7.7,96,26,18,3469224,4.2
Series,7,90,12,7,1365,8
Series,6.1,42,0,0,27343067,2.2
Series,7.3,87,2,4,31424003,3.8
Series,7,66,3,24,202359711,3.3
Series,8.2,97,3,3,1827696,4.5
Movie,5.6,27,3,3,51270765,2.2
Movie,6.2,11,0,0,31726995,1.8
Movie,6.7,60,1,7,58055768,2.7
Movie,5.1,9,0,3,47860214,1.4
Movie,5.6,21,0,0,72006777,2
Movie,6.5,40,0,2,25605015,2.6
Movie,5.1,12,0,0,15007991,1.6
Movie,6.8,76,0,4,76253806,3.5
Movie,7.9,92,49,89,35552383,4.2
Movie,7.3,80,2,9,2339957,3.8
Movie,5.8,14,0,6,49042224,1.6
Movie,6.5,63,1,8,27457409,5.8
Movie,4.7,9,3,10,22400154,1.3
Movie,7.3,78,5,22,21403519,3.7
Movie,4.9,7,1,8,8600126,1.2
Movie,7.1,85,6,5,82272442,3.8
Movie,7.2,84,15,33,32255440,4.1
Movie,5.6,16,6,19,34297191,1.8
Movie,7.7,97,3,9,10015449,4.3
Movie,6.8,68,10,27,58203105,3.4
Movie,6.7,55,1,0,81198894,2.7
Movie,7.6,59,2,3,100012499,3.2
Movie,3.6,19,1,10,39177684,1.6
Movie,4.8,37,6,11,65885767,2
Movie,6.5,22,2,2,36663315,1.8
Movie,5.3,15,0,5,38956288,1.7
Movie,6.1,45,4,3,115103979,2.7
Movie,4.7,26,0,2,32238923,1.9
Movie,7.4,100,3,15,1605,4.2
Movie,6.3,22,1,3,139854287,2.2
Movie,7.3,93,25,60,373585825,4.2
Movie,7.5,84,1,0,109057,8.3
Movie,6.8,55,0,3,63686397,3
Movie,6.1,48,2,0,9747,2.6
Movie,8.1,81,10,38,61002302,3.9
Movie,6.9,72,7,48,101802906,3.4
Movie,5.7,26,2,3,83670083,2
Movie,7,56,7,46,291045518,3
Movie,7,48,4,17,150394119,2.7
Movie,5.3,7,0,1,43799818,1.4
Movie,6.8,40,9,25,165092268,2.7
Movie,6.6,91,21,44,118871849,4
Movie,5.8,33,0,0,45060734,2.3
Movie,7.5,73,50,135,77812000,3.7
Movie,5.8,15,3,7,59694580,1.8
Movie,7.7,95,239,185,274092705,4.5
Movie,7.3,64,4,7,4160851,3
Movie,7.2,82,2,5,61255921,3.7
Movie,7.7,54,2,2,1755212,2.9
Movie,6.4,22,1,5,43577636,2.1
Movie,6.1,60,8,26,83566,7.2
Movie,7.4,75,11,30,55691208,3.6
Movie,6.1,38,3,2,101295562,2.6
Movie,6.6,55,0,1,43313890,2.9
Movie,7.2,68,4,10,93149898,3.3
Movie,6.8,52,0,2,8334575,2.9
Movie,6.9,66,3,22,206362140,3.1
Movie,6.5,58,8,15,112735375,3
Movie,6.1,50,4,5,100328194,2.7
Movie,7.5,86,15,22,137400141,3.8
Movie,7.4,79,4,23,84351197,3.7
Movie,6.3,41,7,8,106807667,2.5
Movie,7.1,80,17,19,318574,3.7
Movie,7.3,92,22,39,250690539,3.9
Movie,8,93,85,85,27298285,4.2
Movie,4.6,12,2,2,100246011,1.6
Movie,6.9,69,3,13,117538559,3.2
Movie,8.4,87,38,103,448139099,4.2
Movie,6.7,73,7,54,77233467,3.5
Movie,7.4,26,3,5,73357727,2.2
Movie,7.7,85,38,54,148478011,3.8
Movie,7,52,3,1,8586392,2.8
Movie,8.3,79,35,70,3635482,3.8
Movie,7.3,74,22,63,77591831,3.6
Movie,7.6,81,17,68,318087620,3.7
Movie,6.7,44,2,5,18661336,2.6
Movie,5.8,62,2,6,42587643,2.8
Movie,5.8,20,2,7,112200072,1.8
Movie,6.2,45,2,7,106580051,2.6
Movie,6.2,48,0,4,46961214,2.5
Movie,7,86,5,34,75986503,3.9
Movie,8,81,5,10,2627209,3.9
Movie,6.2,38,4,16,193735288,2.5
Movie,4,15,1,2,15179302,1.5
Movie,5.8,45,7,4,103860290,2.4
Movie,7,84,7,24,191719337,3.8
Movie,7.6,96,28,59,173837933,4.2
Movie,6.5,54,4,10,125544280,2.9
Movie,7.7,83,4,20,183417150,3.9
Movie,5.8,45,0,2,177743,5.6
Movie,6.9,57,3,0,552959,3
Movie,6.9,79,10,7,312187,6.9
Movie,7.9,98,20,63,8114627,4.5
Movie,6.1,52,1,3,70770147,2.9
Movie,7.4,79,10,5,43848069,3.5
Movie,6.7,72,4,25,134508551,3.4
Movie,6.2,86,8,7,61759,8
Movie,6.2,28,2,6,57744720,2.2
Movie,8.5,93,20,19,1612430,4.3
Movie,6.4,53,5,15,42726869,2.8
Movie,7.8,82,9,10,25514517,3.9
Movie,5.7,22,0,2,30441326,2
Movie,6.5,58,0,2,17142080,3
Movie,4.8,3,0,7,37300000,1.2
Movie,6,41,1,12,43945766,2.3
Movie,6.3,31,2,6,58877969,2.3
Movie,7.1,77,0,4,70270943,3.5
Movie,5.9,56,0,6,31691811,2.8
Movie,2.2,6,7,12,17018422,0.8
Movie,6.5,77,1,14,39053061,3.5
Movie,5,19,4,8,68261644,1.6
Movie,6,26,3,5,83911193,2.1
Movie,6.2,28,2,3,18211013,2.2
Movie,5.7,76,1,19,101200044,3.3
Movie,6.2,16,0,1,40922619,2
Movie,6,47,1,3,68224452,2.7
Movie,6.3,26,1,6,54760791,2
Movie,7.8,91,60,77,2852400,4.2
Movie,6.1,44,0,1,39263506,2.5
Movie,6.7,94,0,1,28862081,3.8
Movie,7.8,56,25,26,100035,3
Movie,6.4,23,0,3,22099847,2.3
Movie,5.8,29,0,1,266588,2.2
Movie,6.1,38,0,1,14326864,2.4
Movie,7.3,51,5,18,58236838,3
Movie,7.2,84,46,104,218080025,4
Movie,5.2,14,1,2,80360843,1.6
Movie,5.7,58,3,13,37295394,2.8
Movie,6.2,75,0,3,35327628,3.5
Movie,6.5,51,1,1,10539326,2.8
Movie,8.2,98,8,27,4312735,4.5
Movie,6.7,36,0,2,37520095,2.6
Movie,6.1,67,0,0,34994648,3.1
Movie,5,10,0,8,17529157,1.3
Movie,6.7,47,0,6,3591299,2.6
Movie,7.1,53,0,0,12044087,2.9
Movie,6.4,21,3,5,102705852,2.2
Movie,6.7,43,0,3,26814957,2.7
Movie,6.8,53,0,6,35053660,3.1
Movie,6.7,31,0,5,46000903,2.3
Movie,5.7,37,4,3,45469,2.4
Movie,5.4,51,0,4,15634090,2.6
Movie,8,83,9,13,10404330,3.8
Movie,7.5,94,37,56,16101339,4.2
Movie,5.5,9,3,5,148438600,1.5
Movie,7.1,83,4,19,63172463,3.7
Movie,7.7,81,21,15,124872350,3.8
Movie,5.6,49,3,10,1368119,2.7
Movie,4.4,70,1,3,555166,7.7
Movie,7.6,53,0,7,51401758,3
Movie,5.8,36,2,2,80574010,2.4
Movie,7.5,82,32,71,2062027,3.8
Movie,6.2,28,1,7,110332737,2.3
Movie,5.9,28,0,4,21344312,2.3
Movie,7.3,88,66,146,82584160,4.1
Movie,5.6,60,0,4,24046682,2.9
Movie,6.2,83,6,8,91057006,3.3
Movie,5.7,43,0,6,42739347,2.5
Movie,7.8,97,28,38,4235151,4.2
Movie,6.4,42,1,5,36316032,2.5
Movie,6.4,83,4,8,214030500,3.2
Movie,5.3,33,5,3,16973715,2.2
Movie,7.2,68,22,50,33987757,3.4
Movie,5.3,4,0,0,23380495,1.3
Movie,5.3,35,0,2,21274717,2.3
Movie,4,9,7,22,101149285,1.1
Movie,7,85,2,7,64575175,3.7
Movie,6.5,65,2,7,89237,3.3
Movie,5.7,32,0,0,23712993,2.2
Movie,7.3,78,1,1,11100000,3.4
Movie,5.6,60,4,7,5845732,3
Movie,5.1,15,0,1,21569509,2.3
Movie,6.7,86,0,20,31051126,3.8
Movie,7.3,91,56,81,33405481,4
Movie,7.4,84,5,30,21506546,3.8
Movie,7.8,28,0,0,30471,2.5
Movie,7.6,94,30,81,75605492,4.3
Movie,6.1,47,0,9,19452138,2.7
Movie,6.4,36,6,19,39440655,2.4
Movie,8.1,92,134,226,59301324,4.3
Movie,6.4,18,0,2,82390774,1.9
Movie,7,80,2,29,162902340,3.6
Movie,5.8,22,2,8,60128566,1.9
Movie,5.4,23,2,11,100462298,1.9
Movie,7.1,92,3,23,46462469,3.9
Movie,6.4,26,1,0,62321039,2.1
Movie,5.2,45,4,3,23144499,2.4
Movie,7.6,81,21,43,176760185,3.8
Movie,6.5,54,4,13,91547205,2.8
Movie,4.3,8,0,3,49662533,1.4
Movie,7.7,80,7,11,52037603,3.8
Movie,7.7,96,95,154,136025503,4.3
Movie,6.7,49,1,5,32367005,2.9
Movie,3.3,3,14,5,74158157,1
Movie,6.9,72,2,31,262030663,3.5
Movie,5,9,1,1,40041683,1.3
Movie,6.6,28,6,2,155064265,2.3
Movie,6.8,53,11,18,144533925,3
Movie,5.6,17,5,23,245439076,1.7
Movie,4.8,34,1,6,17083732,2.1
Movie,5.2,12,2,6,102491776,1.6
Movie,6.2,63,4,44,336530303,3.1
Movie,6.8,68,1,13,179020854,3.2
Movie,6.1,45,0,0,37053924,2.6
Movie,5.3,0,5,12,1579940,1.3
Movie,6.3,23,0,0,10273188,1.8
Movie,6.1,42,2,3,93354851,2.4
Movie,6.3,48,2,24,131538435,2.7
Movie,6.5,43,4,6,13757804,2.6
Movie,5.9,36,4,13,127154901,2.2
Movie,6.4,50,3,8,105489203,2.9
Movie,7.6,92,8,21,92027888,4
Movie,6.9,69,1,5,117154724,3.3
Movie,6.3,59,1,2,20040895,2.9
Movie,8.1,95,242,335,56671993,4.5
Movie,5.3,1,1,0,25198598,1.3
Movie,7.2,82,23,18,2912606,3.7
Movie,6.8,84,13,8,20677,6.9
Movie,7.2,81,7,16,2871956,3.6
Movie,5.3,26,3,0,59484742,2
Movie,6.7,57,9,5,350864,3.1
Movie,5.9,67,1,13,70334258,2.9
Movie,6.8,73,1,1,71107711,3.5
Movie,7,91,27,26,2450867,3.8
Movie,5.9,31,0,1,738525,4.8
Movie,5.7,50,10,10,777373,2.7
Movie,6.7,86,2,4,13199,8.1
Movie,4.9,38,0,2,101000,6.7
Movie,7.4,81,4,11,21709020,3.6
Movie,7.5,73,18,23,1012069,3.8
Movie,6.4,77,1,5,27740,6.2
Movie,7.6,65,6,25,15800078,3.4
Movie,6.6,60,0,4,143507,6.3
Movie,6.6,85,15,29,2025328,3.8
Movie,7,81,12,13,253444,3.5
Movie,1.7,21,6,1,270880,2
Movie,7.9,93,27,22,101451,4.1
Movie,5.6,44,1,9,847993,3.7
Movie,4.3,26,1,0,3124,6.3
Movie,5.8,28,0,0,203044,4.8
Movie,6.6,47,2,4,75671125,2.8
Movie,7.5,95,0,0,18918,8.8
Movie,7.2,95,2,2,17646,7.7
Movie,6.4,50,0,2,1065881,2.8
Movie,6.8,75,3,7,158348367,3.3
Movie,6.4,22,0,0,13347,2
Movie,6,74,3,6,62506,7.9
Movie,6.8,67,14,23,685839,3.9
Movie,6.3,65,3,9,587774,3.1
Movie,6.8,77,13,5,31177548,3.5
Movie,7.6,91,55,7,9499091,3.9
Movie,8.1,93,13,10,684118,4.4
Movie,5.5,4,2,3,22163442,1.2
Movie,5.9,51,0,5,15923122,4.8
Movie,6.4,83,1,11,25079,7.1
Movie,5.7,75,4,10,42606,5.7
Movie,8.5,90,25,32,12397210,4.2
Movie,7.2,74,0,14,325131,3.5
Movie,6.7,85,5,4,443238,6.5
Movie,6.7,40,0,1,76543,6
Movie,6,23,0,2,79817937,2
Movie,7.4,92,13,8,97170,5.1
Movie,6.8,70,0,0,334618,4.1
Movie,5.4,5,3,4,73780539,1.4
Movie,6.3,77,0,1,1710,3
Movie,6.9,73,2,5,14845,3.5
Movie,7,79,0,2,338523,3.5
Movie,7.1,81,6,7,356019,3.7
Movie,6.9,94,19,41,325196,4.1
Movie,7.6,54,7,5,45289,3.1
Movie,8.5,89,1,4,35000,4.2
Movie,7.6,90,17,9,146310,4.4
Movie,6.6,43,10,8,665210,4.4
Movie,6.8,98,55,64,964413,4.2
Movie,7.6,81,50,37,8544975,3.8
Movie,5.2,17,0,2,427628,4.7
Movie,8.1,86,58,28,2804874,4.2
Movie,6.5,62,4,2,209696,3
Movie,7,82,2,10,9436,4.6
Movie,7.5,83,2,12,10236,4
Movie,7.5,91,10,16,14566,4.3
Movie,7.6,96,4,3,81497,7.8
Movie,6.9,74,7,15,27813,6.6
Movie,8.2,92,32,22,3108485,4.3
